,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,527,615,811,1149,1422,3555.0,3.2259,0.332119,702.026713,819.253185,1080.348509,1530.604731,1894.273218
1,2007,545,636,839,1189,1472,3555.0,2.8527,0.29986,708.4237,826.71096,1090.58254,1545.53354,1913.39392
2,2008,629,734,968,1372,1698,3555.0,3.8391,0.271333,799.668457,933.158422,1230.6503440000001,1744.268876,2158.723434
3,2009,658,768,1013,1435,1777,3555.0,-0.3555,0.232942,811.275836,946.899456,1248.970246,1769.27177,2190.937934
4,2010,679,791,1044,1479,1831,3555.0,1.64,0.23649699999999999,839.581463,978.069127,1290.902868,1828.779063,2264.026007
5,2011,696,812,1071,1518,1879,3555.0,3.1568,0.22009700000000001,849.187512,990.718764,1306.723887,1852.107246,2292.562263
6,2012,520,606,800,1134,1403,3555.0,2.0693,0.18852900000000003,618.03508,720.248574,950.8232,1347.791886,1667.506187
7,2013,601,611,826,1217,1333,3240.0,1.4648,0.16783600000000004,701.8694360000001,713.5477960000001,964.6325360000001,1421.256412,1556.725388
8,2014,630,639,865,1275,1396,3240.0,1.6222,0.15318800000000005,726.5084400000001,736.8871320000001,997.5076200000001,1470.3147000000001,1609.8504480000001
9,2015,757,769,1040,1533,1679,3240.0,0.1186,0.136966,860.683262,874.326854,1182.44464,1742.9688780000001,1908.9659139999999
10,2016,836,901,1199,1513,1946,3240.0,1.2616,0.13577999999999998,949.51208,1023.33778,1361.80022,1718.43514,2210.22788
11,2017,797,866,1151,1440,1869,3240.0,2.1301,0.123164,895.161708,972.660024,1292.761764,1617.35616,2099.193516
12,2018,818,899,1191,1493,1926,3240.0,2.4426,0.101863,901.323934,990.574837,1312.318833,1645.081459,2122.188138
13,2019,881,984,1294,1848,2079,3240.0,1.8122,0.07743699999999999,949.221997,1060.198008,1394.203478,1991.103576,2239.991523
14,2020,858,975,1270,1825,2026,2885.0,1.2336,0.059315,908.89227,1032.832125,1345.33005,1933.249875,2146.1721900000002
15,2021,837,949,1237,1770,1963,2885.0,4.6979,0.046979,876.321423,993.583071,1295.1130229999999,1853.15283,2055.219777
0,2022,880,985,1338,1937,2105,,,,,,,,
