,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,715,781,911,1294,1512,1709434.0,3.2259,0.332119,952.465085,1040.384939,1213.560409,1723.761986,2014.163928
1,2007,765,835,974,1383,1617,1709434.0,2.8527,0.29986,994.3929,1085.3831,1266.06364,1797.70638,2101.87362
2,2008,896,979,1142,1622,1896,1709434.0,3.8391,0.271333,1139.114368,1244.6350069999999,1451.862286,2062.1021259999998,2410.447368
3,2009,867,954,1125,1583,1846,1709434.0,-0.3555,0.232942,1068.960714,1176.226668,1387.05975,1951.747186,2276.010932
4,2010,854,940,1108,1559,1818,1709434.0,1.64,0.23649699999999999,1055.9684379999999,1162.30718,1370.0386760000001,1927.698823,2247.951546
5,2011,882,970,1144,1610,1877,1709434.0,3.1568,0.22009700000000001,1076.125554,1183.4940900000001,1395.790968,1964.35617,2290.122069
6,2012,886,974,1149,1617,1886,1709434.0,2.0693,0.18852900000000003,1053.0366940000001,1157.627246,1365.619821,1921.851393,2241.565694
7,2013,763,879,1116,1577,1924,2035210.0,1.4648,0.16783600000000004,891.0588680000001,1026.527844,1303.3049760000001,1841.677372,2246.916464
8,2014,766,882,1120,1582,1930,2035210.0,1.6222,0.15318800000000005,883.3420080000001,1017.1118160000001,1291.5705600000001,1824.3434160000002,2225.65284
9,2015,788,908,1153,1629,1987,2035210.0,0.1186,0.136966,895.929208,1032.365128,1310.921798,1852.117614,2259.151442
10,2016,798,945,1187,1672,2056,2035210.0,1.2616,0.13577999999999998,906.35244,1073.3121,1348.17086,1899.02416,2335.16368
11,2017,800,957,1197,1682,2072,2035210.0,2.1301,0.123164,898.5312,1074.867948,1344.427308,1889.161848,2327.195808
12,2018,768,926,1156,1618,2004,2035210.0,2.4426,0.101863,846.230784,1020.325138,1273.753628,1782.814334,2208.133452
13,2019,826,986,1232,1717,2132,2035210.0,1.8122,0.07743699999999999,889.962962,1062.352882,1327.402384,1849.959329,2297.095684
14,2020,875,1030,1289,1789,2216,2121220.0,1.2336,0.059315,926.900625,1091.09445,1365.457035,1895.114535,2347.44204
15,2021,955,1106,1390,1917,2369,2121220.0,4.6979,0.046979,999.864945,1157.958774,1455.30081,2007.058743,2480.293251
0,2022,908,1053,1395,1942,2330,,,,,,,,
