,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,873,1030,1343,1933,1992,255602.0,3.2259,0.332119,1162.939887,1372.08257,1789.035817,2574.986027,2653.581048
1,2007,883,1042,1359,1956,2015,255602.0,2.8527,0.29986,1147.77638,1354.4541199999999,1766.50974,2542.52616,2619.2179
2,2008,970,1145,1493,2148,2214,255602.0,3.8391,0.271333,1233.19301,1455.676285,1898.100169,2730.823284,2814.7312620000002
3,2009,1034,1220,1590,2288,2358,255602.0,-0.3555,0.232942,1274.862028,1504.1892400000002,1960.37778,2820.971296,2907.277236
4,2010,1076,1270,1656,2383,2456,255602.0,1.64,0.23649699999999999,1330.470772,1570.3511899999999,2047.639032,2946.572351,3036.836632
5,2011,1125,1327,1730,2489,2566,255602.0,3.1568,0.22009700000000001,1372.609125,1619.068719,2110.7678100000003,3036.821433,3130.768902
6,2012,978,1154,1504,2164,2230,255602.0,2.0693,0.18852900000000003,1162.381362,1371.562466,1787.547616,2571.976756,2650.41967
7,2013,970,1173,1587,2045,2282,262382.0,1.4648,0.16783600000000004,1132.8009200000001,1369.871628,1853.355732,2388.22462,2665.001752
8,2014,976,1180,1597,2058,2296,262382.0,1.6222,0.15318800000000005,1125.511488,1360.7618400000001,1841.6412360000002,2373.260904,2647.7196480000002
9,2015,1073,1298,1756,2263,2525,262382.0,0.1186,0.136966,1219.964518,1475.781868,1996.512296,2572.9540580000003,2870.83915
10,2016,989,1198,1604,2124,2376,262382.0,1.2616,0.13577999999999998,1123.28642,1360.66444,1821.7911199999999,2412.3967199999997,2698.61328
11,2017,1160,1375,1828,2425,2723,262382.0,2.1301,0.123164,1302.87024,1544.3505,2053.143792,2723.6727,3058.375572
12,2018,1125,1326,1764,2348,2658,262382.0,2.4426,0.101863,1239.595875,1461.070338,1943.686332,2587.174324,2928.751854
13,2019,1567,1844,2439,3241,3701,262382.0,1.8122,0.07743699999999999,1688.343779,1986.793828,2627.868843,3491.973317,3987.594337
14,2020,1641,1913,2519,3342,3746,273265.0,1.2336,0.059315,1738.335915,2026.469595,2668.4144850000002,3540.23073,3968.1939899999998
15,2021,1993,2292,3021,3947,4419,273265.0,4.6979,0.046979,2086.629147,2399.675868,3162.923559,4132.4261129999995,4626.600201
0,2022,1986,2282,3325,4051,4591,,,,,,,,
