,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,754,845,1098,1519,1725,124279.0,3.2259,0.332119,1004.417726,1125.640555,1462.666662,2023.488761,2297.905275
1,2007,764,856,1112,1538,1747,124279.0,2.8527,0.29986,993.09304,1112.68016,1445.44432,1999.18468,2270.85542
2,2008,834,935,1214,1679,1907,124279.0,3.8391,0.271333,1060.291722,1188.696355,1543.398262,2134.568107,2424.432031
3,2009,890,997,1295,1791,2034,124279.0,-0.3555,0.232942,1097.31838,1229.243174,1596.65989,2208.199122,2507.804028
4,2010,927,1040,1350,1867,2121,124279.0,1.64,0.23649699999999999,1146.232719,1285.95688,1669.27095,2308.539899,2622.610137
5,2011,969,1086,1410,1950,2215,124279.0,3.1568,0.22009700000000001,1182.273993,1325.025342,1720.33677,2379.18915,2702.514855
6,2012,898,1006,1307,1808,2053,124279.0,2.0693,0.18852900000000003,1067.299042,1195.660174,1553.4074030000002,2148.860432,2440.050037
7,2013,776,973,1302,1858,1864,136484.0,1.4648,0.16783600000000004,906.240736,1136.304428,1520.522472,2169.839288,2176.846304
8,2014,843,1057,1414,2018,2025,136484.0,1.6222,0.15318800000000005,972.1374840000001,1218.919716,1630.6078320000001,2327.133384,2335.2057
9,2015,902,1131,1513,2159,2166,136484.0,0.1186,0.136966,1025.543332,1285.9085460000001,1720.229558,2454.709594,2462.668356
10,2016,925,1145,1500,2186,2368,136484.0,1.2616,0.13577999999999998,1050.5965,1300.4681,1703.67,2482.81508,2689.52704
11,2017,1014,1228,1598,2326,2593,136484.0,2.1301,0.123164,1138.888296,1379.245392,1794.816072,2612.479464,2912.364252
12,2018,1005,1196,1575,2286,2533,136484.0,2.4426,0.101863,1107.372315,1317.828148,1735.434225,2518.858818,2791.018979
13,2019,1095,1289,1705,2465,2685,136484.0,1.8122,0.07743699999999999,1179.793515,1388.816293,1837.0300849999999,2655.882205,2892.918345
14,2020,1225,1427,1880,2712,2803,141005.0,1.2336,0.059315,1297.660875,1511.642505,1991.5122,2872.86228,2969.259945
15,2021,1331,1531,2018,2826,2836,141005.0,4.6979,0.046979,1393.529049,1602.924849,2112.803622,2958.762654,2969.232444
0,2022,1371,1529,2025,2899,2902,,,,,,,,
