,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,496,521,664,965,995,123109.0,3.2259,0.332119,660.7310239999999,694.033999,884.527016,1285.494835,1325.4584049999999
1,2007,513,539,687,999,1030,123109.0,2.8527,0.29986,666.82818,700.62454,893.00382,1298.56014,1338.8558
2,2008,595,625,797,1159,1195,123109.0,3.8391,0.271333,756.443135,794.583125,1013.252401,1473.474947,1519.242935
3,2009,623,654,834,1213,1250,123109.0,-0.3555,0.232942,768.122866,806.344068,1028.273628,1495.558646,1541.1775
4,2010,642,674,860,1250,1289,123109.0,1.64,0.23649699999999999,793.831074,833.3989779999999,1063.38742,1545.62125,1593.844633
5,2011,659,691,882,1282,1322,123109.0,3.1568,0.22009700000000001,804.043923,843.087027,1076.125554,1564.164354,1612.968234
6,2012,599,629,802,1166,1202,123109.0,2.0693,0.18852900000000003,711.9288710000001,747.584741,953.2002580000001,1385.824814,1428.611858
7,2013,632,636,861,1251,1372,150865.0,1.4648,0.16783600000000004,738.072352,742.743696,1005.506796,1460.9628360000002,1602.270992
8,2014,576,580,785,1140,1251,150865.0,1.6222,0.15318800000000005,664.2362880000001,668.8490400000001,905.2525800000001,1314.6343200000001,1442.6381880000001
9,2015,647,651,881,1280,1404,150865.0,0.1186,0.136966,735.617002,740.164866,1001.667046,1455.31648,1596.300264
10,2016,699,704,942,1368,1546,150865.0,1.2616,0.13577999999999998,793.91022,799.58912,1069.90476,1553.74704,1755.91588
11,2017,667,672,893,1278,1469,150865.0,2.1301,0.123164,749.150388,754.766208,1002.985452,1435.4035920000001,1649.927916
12,2018,718,723,962,1361,1548,150865.0,2.4426,0.101863,791.1376339999999,796.646949,1059.992206,1499.6355429999999,1705.683924
13,2019,766,771,1020,1450,1609,150865.0,1.8122,0.07743699999999999,825.316742,830.703927,1098.98574,1562.28365,1733.596133
14,2020,833,839,1105,1584,1717,154440.0,1.2336,0.059315,882.409395,888.765285,1170.543075,1677.95496,1818.843855
15,2021,875,881,1151,1647,1802,154440.0,4.6979,0.046979,916.106625,922.388499,1205.072829,1724.374413,1886.656158
0,2022,887,920,1177,1647,1833,,,,,,,,
