,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,490,496,642,935,964,27507.0,3.2259,0.332119,652.73831,660.7310239999999,855.2203979999999,1245.531265,1284.162716
1,2007,507,513,664,967,997,27507.0,2.8527,0.29986,659.02902,666.82818,863.10704,1256.96462,1295.9604199999999
2,2008,585,593,767,1117,1151,27507.0,3.8391,0.271333,743.7298049999999,753.9004689999999,975.112411,1420.078961,1463.304283
3,2009,613,621,803,1169,1205,27507.0,-0.3555,0.232942,755.793446,765.656982,990.052426,1441.309198,1485.69511
4,2010,632,640,828,1206,1243,27507.0,1.64,0.23649699999999999,781.466104,791.35808,1023.819516,1491.2153819999999,1536.965771
5,2011,648,656,849,1236,1274,27507.0,3.1568,0.22009700000000001,790.622856,800.383632,1035.862353,1508.039892,1554.403578
6,2012,585,593,767,1117,1151,27507.0,2.0693,0.18852900000000003,695.2894650000001,704.797697,911.601743,1327.5868930000001,1367.996879
7,2013,628,633,856,1261,1377,28610.0,1.4648,0.16783600000000004,733.401008,739.240188,999.6676160000001,1472.641196,1608.1101720000001
8,2014,639,643,870,1282,1399,28610.0,1.6222,0.15318800000000005,736.8871320000001,741.4998840000001,1003.2735600000001,1478.3870160000001,1613.3100120000001
9,2015,613,617,835,1230,1343,28610.0,0.1186,0.136966,696.960158,701.508022,949.36661,1398.46818,1526.945338
10,2016,726,731,922,1344,1610,28610.0,1.2616,0.13577999999999998,824.57628,830.25518,1047.18916,1526.48832,1828.6058
11,2017,735,739,890,1291,1566,28610.0,2.1301,0.123164,825.52554,830.018196,999.61596,1450.004724,1758.874824
12,2018,662,724,893,1266,1460,28610.0,2.4426,0.101863,729.433306,797.748812,983.963659,1394.958558,1608.71998
13,2019,643,749,945,1312,1516,28610.0,1.8122,0.07743699999999999,692.791991,807.000313,1018.177965,1413.597344,1633.394492
14,2020,661,775,978,1369,1571,27440.0,1.2336,0.059315,700.207215,820.969125,1036.01007,1450.202235,1664.183865
15,2021,677,827,1000,1387,1702,27440.0,4.6979,0.046979,708.804783,865.851633,1046.979,1452.159873,1781.9582580000001
0,2022,681,829,1020,1407,1684,,,,,,,,
