,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,691,786,959,1384,1586,1223499.0,3.2259,0.332119,920.494229,1047.0455339999999,1277.502121,1843.652696,2112.740734
1,2007,715,813,992,1431,1641,1223499.0,2.8527,0.29986,929.3999,1056.78618,1289.46112,1860.09966,2133.07026
2,2008,708,805,982,1417,1624,1223499.0,3.8391,0.271333,900.103764,1023.423065,1248.449006,1801.478861,2064.644792
3,2009,737,838,1022,1475,1690,1223499.0,-0.3555,0.232942,908.678254,1033.205396,1260.066724,1818.58945,2083.67198
4,2010,749,852,1039,1499,1719,1223499.0,1.64,0.23649699999999999,926.136253,1053.495444,1284.720383,1853.509003,2125.538343
5,2011,757,861,1050,1515,1737,1223499.0,3.1568,0.22009700000000001,923.613429,1050.503517,1281.10185,1848.446955,2119.308489
6,2012,736,837,1021,1473,1689,1223499.0,2.0693,0.18852900000000003,874.757344,994.798773,1213.4881090000001,1750.703217,2007.425481
7,2013,717,855,1073,1581,1900,1418788.0,1.4648,0.16783600000000004,837.3384120000001,998.4997800000001,1253.0880280000001,1846.348716,2218.8884000000003
8,2014,717,854,1072,1580,1899,1418788.0,1.6222,0.15318800000000005,826.8357960000001,984.8225520000001,1236.217536,1822.0370400000002,2189.904012
9,2015,676,806,1012,1491,1792,1418788.0,0.1186,0.136966,768.589016,916.394596,1150.609592,1695.216306,2037.443072
10,2016,707,815,1026,1495,1791,1418788.0,1.2616,0.13577999999999998,802.99646,925.6607,1165.31028,1697.9911,2034.18198
11,2017,720,821,1036,1508,1825,1418788.0,2.1301,0.123164,808.67808,922.117644,1163.597904,1693.731312,2049.7743
12,2018,757,860,1086,1580,1913,1418788.0,2.4426,0.101863,834.110291,947.60218,1196.623218,1740.94354,2107.863919
13,2019,853,968,1220,1764,2143,1418788.0,1.8122,0.07743699999999999,919.053761,1042.959016,1314.47314,1900.598868,2308.947491
14,2020,952,1072,1349,1946,2368,1495400.0,1.2336,0.059315,1008.46788,1135.58568,1429.015935,2061.42699,2508.45792
15,2021,1060,1188,1495,2140,2588,1495400.0,4.6979,0.046979,1109.79774,1243.811052,1565.233605,2240.53506,2709.581652
0,2022,1097,1240,1493,2052,0,,,,,,,,
