,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,481,538,625,894,918,368021.0,3.2259,0.332119,640.749239,716.680022,832.574375,1190.914386,1222.885242
1,2007,498,556,647,925,950,368021.0,2.8527,0.29986,647.33028,722.72216,841.00942,1202.3705,1234.867
2,2008,471,526,612,875,899,368021.0,3.8391,0.271333,598.7978430000001,668.7211580000001,778.055796,1112.416375,1142.928367
3,2009,518,580,674,964,990,368021.0,-0.3555,0.232942,638.663956,715.10636,831.002908,1188.556088,1220.61258
4,2010,517,578,672,961,987,368021.0,1.64,0.23649699999999999,639.268949,714.695266,830.925984,1188.273617,1220.422539
5,2011,541,605,703,1005,1033,368021.0,3.1568,0.22009700000000001,660.072477,738.158685,857.728191,1226.1974850000001,1260.360201
6,2012,558,624,725,1037,1065,368021.0,2.0693,0.18852900000000003,663.1991820000001,741.642096,861.683525,1232.504573,1265.783385
7,2013,575,590,768,1132,1316,442179.0,1.4648,0.16783600000000004,671.5057,689.02324,896.898048,1321.990352,1536.872176
8,2014,561,576,749,1104,1283,442179.0,1.6222,0.15318800000000005,646.9384680000001,664.2362880000001,863.7378120000001,1273.119552,1479.5402040000001
9,2015,577,592,771,1136,1321,442179.0,0.1186,0.136966,656.0293819999999,673.083872,876.600786,1291.593376,1501.932086
10,2016,580,584,758,1105,1244,442179.0,1.2616,0.13577999999999998,658.7524,663.29552,860.92124,1255.0369,1412.91032
11,2017,663,668,873,1265,1452,442179.0,2.1301,0.123164,744.657732,750.273552,980.522172,1420.8024599999999,1630.834128
12,2018,629,633,842,1194,1396,442179.0,2.4426,0.101863,693.071827,697.479279,927.768646,1315.624422,1538.200748
13,2019,695,699,925,1291,1525,442179.0,1.8122,0.07743699999999999,748.818715,753.128463,996.629225,1390.971167,1643.091425
14,2020,710,714,941,1312,1534,458810.0,1.2336,0.059315,752.11365,756.35091,996.815415,1389.8212800000001,1624.98921
15,2021,723,728,959,1337,1561,458810.0,4.6979,0.046979,756.965817,762.200712,1004.052861,1399.810923,1634.334219
0,2022,756,736,1001,1396,1673,,,,,,,,
