,date,0 BR,1 BR,2 BR,3 BR,4 BR,Est. Population, Inflation Rate (%),Cummalitive,0_BR_adjust,1_BR_adjust,2_BR_adjust,3_BR_adjust,4_BR_adjust
0,2006,502,620,753,1028,1321,86265.0,3.2259,0.332119,668.723738,825.91378,1003.085607,1369.418332,1759.7291989999999
1,2007,520,641,779,1063,1366,86265.0,2.8527,0.29986,675.9272,833.2102600000001,1012.59094,1381.75118,1775.60876
2,2008,600,740,899,1227,1577,86265.0,3.8391,0.271333,762.7998,940.78642,1142.928367,1559.925591,2004.892141
3,2009,627,774,940,1283,1649,86265.0,-0.3555,0.232942,773.054634,954.297108,1158.96548,1581.8645860000001,2033.121358
4,2010,646,797,969,1323,1700,86265.0,1.64,0.23649699999999999,798.777062,985.488109,1198.165593,1635.885531,2102.0449
5,2011,663,818,994,1357,1743,86265.0,3.1568,0.22009700000000001,808.924311,998.039346,1212.776418,1655.671629,2126.629071
6,2012,648,799,971,1325,1703,86265.0,2.0693,0.18852900000000003,770.166792,949.634671,1154.061659,1574.800925,2024.064887
7,2013,700,749,989,1363,1647,87841.0,1.4648,0.16783600000000004,817.4852000000001,874.709164,1154.989804,1591.760468,1923.4258920000002
8,2014,656,702,927,1277,1544,87841.0,1.6222,0.15318800000000005,756.4913280000001,809.5379760000001,1069.005276,1472.6210760000001,1780.5222720000002
9,2015,811,869,1147,1580,1910,87841.0,0.1186,0.136966,922.079426,988.023454,1304.1000020000001,1796.40628,2171.60506
10,2016,733,789,1056,1505,1609,87841.0,1.2616,0.13577999999999998,832.52674,896.13042,1199.38368,1709.3489,1827.47002
11,2017,706,776,1031,1460,1590,87841.0,2.1301,0.123164,792.953784,871.575264,1157.982084,1639.81944,1785.83076
12,2018,708,777,1033,1461,1653,87841.0,2.4426,0.101863,780.119004,856.147551,1138.224479,1609.821843,1821.379539
13,2019,742,815,1078,1527,1735,87841.0,1.8122,0.07743699999999999,799.458254,878.111155,1161.4770859999999,1645.246299,1869.353195
14,2020,805,892,1173,1659,1932,87495.0,1.2336,0.059315,852.748575,944.90898,1242.576495,1757.403585,2046.59658
15,2021,908,941,1240,1740,2103,87495.0,4.6979,0.046979,950.656932,985.207239,1298.25396,1821.74346,2201.796837
0,2022,875,912,1223,1724,2036,,,,,,,,
